Experiment Name:,151120_CGI002b_phopho_exported_populations
Primary Researcher:,Adeeb Rahman
Compensation used:,File-internal Compensation
Exported at:,December 16 2015 - 02:30 pm
Link to experiment:,https://mtsinai.cytobank.org/cytobank/experiments/15066

FCS Filename,Conditions,Individuals,SampleType,Ungated_EventCounts,Medians_Ungated_Sm147Di--(pSTAT5),Medians_Ungated_Eu153Di--(pSTAT1),Medians_Ungated_Gd156Di--(pp38),Medians_Ungated_Gd158Di--(pSTAT3),Medians_Ungated_Tb159Di--(pMAPKAP2),Medians_Ungated_Dy162Di--(pPLCg2),Medians_Ungated_Dy164Di--(IkBa),Medians_Ungated_Ho165Di--(pCREB),Medians_Ungated_Er167Di--(pERK1_2),Medians_Ungated_Lu175Di--(pS6)
151120_CGI002b_CV7111_healthy_live_pDCs.fcs,healthy,CV7111,pDCs,282,1.6773810386657715,4.723684787750244,28.53108501434326,2.4693939685821533,62.29689407348633,34.769235610961914,2.5976465940475464,252.06153106689453,2.2156944274902344,80.6081771850586
151120_CGI002b_IFNa_live_B cells.fcs,IFNa,IFNa,B cells,2709,1.343010425567627,3.0185117721557617,9.58690071105957,2.4676241874694824,31.30588722229004,13.629594802856445,2.231156826019287,107.8019027709961,0.0,19.968570709228516
151120_CGI002b_IFNa_live_Basophils.fcs,IFNa,IFNa,Basophils,140,1.6984550952911377,2.42801833152771,7.199928522109985,1.403422474861145,1.7105985879898071,0.0,2.857247471809387,147.7930450439453,0.16601300239562988,11.603213787078857
151120_CGI002b_IFNa_live_CD14 monocytes.fcs,IFNa,IFNa,CD14 monocytes,10933,4.602588176727295,12.970648765563965,27.422346115112305,7.181669235229492,41.42190933227539,30.771726608276367,11.93791675567627,203.2093963623047,0.9592248797416687,9.340168952941895
151120_CGI002b_IFNa_live_CD16 monocytes.fcs,IFNa,IFNa,CD16 monocytes,1618,4.7745747566223145,12.978809356689453,15.847099781036377,4.757549285888672,34.358572006225586,68.32251739501953,9.883305549621582,152.33832550048828,0.0,10.513072967529297
151120_CGI002b_IFNa_live_CD1c DCs.fcs,IFNa,IFNa,CD1c DCs,728,3.7952789068222046,13.182860374450684,26.739282608032227,4.53547477722168,51.78810119628906,41.07258415222168,37.52345657348633,281.1129150390625,0.8200628459453583,131.65277099609375
151120_CGI002b_IFNa_live_CD4 T cells.fcs,IFNa,IFNa,CD4 T cells,26782,1.9237199425697327,4.330699443817139,8.428630828857422,2.196532368659973,18.871723175048828,18.466416358947754,12.653925895690918,84.3266372680664,2.4311612844467163,4.315476417541504
151120_CGI002b_IFNa_live_CD8 T cells.fcs,IFNa,IFNa,CD8 T cells,31773,1.2032222747802734,2.5851340293884277,7.7096686363220215,1.3033115863800049,22.662263870239258,21.11971092224121,9.923127174377441,108.55989837646484,2.1712872982025146,5.101994514465332
151120_CGI002b_IFNa_live_NK cells.fcs,IFNa,IFNa,NK cells,16084,2.0203981399536133,3.9014729261398315,7.585805177688599,1.7056296467781067,25.137571334838867,52.503318786621094,8.570586204528809,125.96774673461914,0.0,3.866343140602112
151120_CGI002b_IFNa_live_NKT cells.fcs,IFNa,IFNa,NKT cells,26233,1.1808552742004395,1.952095627784729,6.887101650238037,1.4847288131713867,20.35329246520996,31.578479766845703,8.222150802612305,82.32777404785156,2.358537435531616,2.6182892322540283
151120_CGI002b_IFNa_live_Total.fcs,IFNa,IFNa,Total,118190,1.7402875423431396,3.5807886123657227,8.736546516418457,1.999805510044098,23.178415298461914,25.567520141601562,9.764901161193848,103.53314208984375,1.698086440563202,4.664578437805176
151120_CGI002b_IFNa_live_pDCs.fcs,IFNa,IFNa,pDCs,298,2.6878780126571655,25.382390022277832,17.31657123565674,4.221527814865112,50.382110595703125,35.27414894104004,11.841712951660156,175.89342498779297,0.7691594362258911,203.37567138671875
151120_CGI002b_PMA_live_B cells.fcs,PMA,PMA,B cells,1844,0.7979988157749176,0.0,28.383865356445312,1.596257507801056,56.19952964782715,17.12408447265625,1.2569417357444763,274.6516418457031,26.601173400878906,105.50215148925781
151120_CGI002b_PMA_live_Basophils.fcs,PMA,PMA,Basophils,88,0.8174973726272583,1.5164670944213867,5.900907516479492,0.7723097205162048,1.6715919375419617,0.0,3.6052544116973877,147.0698013305664,0.5583290606737137,12.387362480163574
151120_CGI002b_PMA_live_CD14 monocytes.fcs,PMA,PMA,CD14 monocytes,3052,2.732143998146057,4.602219820022583,105.28181457519531,5.205506086349487,107.40639877319336,16.344425201416016,11.127856254577637,526.5723266601562,49.690242767333984,111.93144607543945
151120_CGI002b_PMA_live_CD16 monocytes.fcs,PMA,PMA,CD16 monocytes,687,4.438784122467041,6.34420919418335,47.04317855834961,5.16952657699585,95.30445861816406,92.94174194335938,8.509620666503906,527.4984741210938,72.53018951416016,138.20431518554688
151120_CGI002b_PMA_live_CD1c DCs.fcs,PMA,PMA,CD1c DCs,236,2.729078769683838,2.086382269859314,66.5781478881836,2.966373562812805,112.3095474243164,45.465532302856445,40.31831359863281,708.6163940429688,58.06793022155762,520.2040405273438
151120_CGI002b_PMA_live_CD4 T cells.fcs,PMA,PMA,CD4 T cells,16611,0.7950146794319153,0.3964660167694092,27.058704376220703,0.8711686134338379,44.81842041015625,15.888040542602539,8.968608856201172,206.08053588867188,32.04667663574219,107.41768646240234
151120_CGI002b_PMA_live_CD8 T cells.fcs,PMA,PMA,CD8 T cells,19772,0.5817084908485413,0.16962376236915588,25.698226928710938,0.37603767216205597,46.07840919494629,17.88992691040039,6.479485511779785,206.68509674072266,27.946043968200684,82.00415420532227
151120_CGI002b_PMA_live_NK cells.fcs,PMA,PMA,NK cells,11557,1.8242686986923218,0.6132467985153198,14.250534057617188,0.7812528610229492,37.803916931152344,45.12510681152344,7.815792560577393,232.931396484375,21.365615844726562,54.22058868408203
151120_CGI002b_PMA_live_NKT cells.fcs,PMA,PMA,NKT cells,18441,0.9614600539207458,0.37915077805519104,18.558076858520508,0.9211047887802124,37.81694793701172,26.39942741394043,6.580655097961426,175.9705352783203,23.885944366455078,54.950782775878906
151120_CGI002b_PMA_live_Total.fcs,PMA,PMA,Total,73005,1.0276187658309937,0.49151790142059326,22.73451042175293,0.9024880528450012,42.92108154296875,21.640239715576172,7.1846513748168945,207.95333862304688,26.99559783935547,71.70201110839844
151120_CGI002b_PMA_live_pDCs.fcs,PMA,PMA,pDCs,62,2.160111665725708,3.971267819404602,26.817204475402832,1.2313977479934692,58.5009880065918,42.118173599243164,9.512996673583984,416.25096130371094,3.500913143157959,359.6310729980469
