FCS Filename,SampleType,Individuals,Medians_Ungated_Sm147Di--(pSTAT5), Medians_Ungated_Eu153Di--(pSTAT1), Medians_Ungated_Gd156Di--(pp38), Medians_Ungated_Gd158Di--(pSTAT3), Medians_Ungated_Tb159Di--(pMAPKAP2), Medians_Ungated_Dy162Di--(pPLCg2), Medians_Ungated_Dy164Di--(IkBa), Medians_Ungated_Ho165Di--(pCREB), Medians_Ungated_Er167Di--(pERK1_2), Medians_Ungated_Lu175Di--(pS6)
160217_CGI002_HD1_singlets_CD16 monocytes.fcs,CD16 monocytes,HD7,20.7947225570678,7.85831904411315,3.5700352191925,5.77951049804687,46.5891876220703,84.2318878173828,11.314001083374,197.917106628417,0.0918507501482963,16.4035377502441
160217_CGI002_HD1_singlets_CD1c DC.fcs,CD1c DCs,HD7,16.2491645812988,3.80200433731079,5.4255576133728,3.79912376403808,57.1167564392089,47.7486839294433,50.4296035766601,315.529632568359,1.5179408788681,36.9554290771484
160217_CGI002_HD1_singlets_CD4 T Cells.fcs,CD4 T cells,HD7,5.90648412704467,0.285778731107711,0.705370485782623,2.57181692123413,33.3765983581543,11.7565650939941,33.8451919555664,147.001647949218,2.43547868728637,9.56183528900146
160217_CGI002_HD1_singlets_CD8 T cells.fcs,CD8 T cells,HD7,6.56803345680236,0.140715420246124,1.16014355421066,1.2725618481636,36.6371307373046,17.2765350341796,41.5695705413818,155.614021301269,1.73240315914154,10.7513031959533
160217_CGI002_HD1_singlets_NK cells.fcs,NK cells,HD7,8.7698802947998,1.32900351285934,4.95380139350891,0.799328088760376,37.7343826293945,36.714464187622,7.0753378868103,164.131568908691,0.985469758510589,13.8757290840148
160217_CGI002_HD1_singlets_NKT cells.fcs,NKT cells,HD7,7.16430139541626,0.151421576738357,0.338278472423553,0.476032465696334,19.6253337860107,31.4783897399902,6.06706857681274,80.6788330078125,0.289067387580871,7.08707237243652
160217_CGI002_HD1_singlets_T cells.fcs,T cells,HD7,6.11186122894287,0.21950352191925,0.842550486326217,2.06014323234558,33.8422966003418,13.3471035957336,34.6267986297607,148.228996276855,2.23326253890991,9.94885778427124
160217_CGI002_HD1_singlets_pDC.fcs,pDCs,HD7,11.1112437248229,4.89268898963928,4.74150705337524,2.13569915294647,50.6530990600585,36.6557674407959,20.349362373352,310.475860595703,0.297183096408844,46.8331794738769
160217_CGI002_HD2_singlets_B cells.fcs,B cells,HD8,5.341402053833,0.105580747127532,1.86287826299667,2.79705119132995,37.5386486053466,17.7396831512451,6.5580928325653,143.602111816406,0,20.4939031600952
160217_CGI002_HD2_singlets_Basophils.fcs,Basophils,HD8,9.02017593383789,1.76613640785217,0.67825973033905,1.12785100936889,8.9487133026123,1.4426577091217,10.014305114746,66.4960098266601,1.24815011024475,10.1470375061035
160217_CGI002_HD2_singlets_CD14 monocytes.fcs,CD14 monocytes,HD8,23.1556396484375,4.09579944610595,5.79550218582153,7.55120515823364,52.0520401000976,30.281171798706,21.8423652648925,304.630828857421,1.85222899913787,30.1308460235595
160217_CGI002_HD2_singlets_CD16 monocytes.fcs,CD16 monocytes,HD8,17.8899116516113,5.48801159858703,3.56023859977722,4.85846400260925,43.081090927124,66.6542205810546,11.3412871360778,181.034530639648,0,14.5476870536804
160217_CGI002_HD2_singlets_CD1c DC.fcs,CD1c DCs,HD8,15.0709128379821,2.77356326580047,5.76613759994506,3.49657583236694,52.8216857910156,40.6478939056396,52.7388362884521,297.401809692382,1.01768839359283,36.3594284057617
160217_CGI002_HD2_singlets_CD4 T Cells.fcs,CD4 T cells,HD8,5.51913475990295,0,0.834054499864578,2.48167431354522,31.594030380249,10.6899709701538,34.0623416900634,142.894859313964,2.39209592342376,8.65114831924438
160217_CGI002_HD2_singlets_CD8 T cells.fcs,CD8 T cells,HD8,5.93402671813964,0,1.43717688322067,1.16959768533706,34.6980018615722,15.8078455924987,41.8936004638671,151.54426574707,1.5901231765747,9.69216680526733
160217_CGI002_HD2_singlets_NK cells.fcs,NK cells,HD8,7.41423416137695,0.912659287452697,5.43224143981933,0.665624916553497,35.3948097229003,33.7408294677734,6.53462886810302,157.156051635742,0.728931307792663,12.5697793960571
160217_CGI002_HD2_singlets_NKT cells.fcs,NKT cells,HD8,6.548668384552,0,0.687206476926803,0.374274268746376,19.2174396514892,28.0890197753906,5.96384811401367,76.5960464477539,0.0635398663580417,6.14209866523742
160217_CGI002_HD2_singlets_T cells.fcs,T cells,HD8,5.62224626541137,0,0.991273194551467,2.00565981864929,32.0367813110351,12.0649843215942,34.8206901550293,144.125389099121,2.16128325462341,8.95166635513305
160217_CGI002_HD2_singlets_pDC.fcs,pDCs,HD8,10.8914413452148,4.42584180831909,4.20583724975585,2.0406014919281,50.2251052856445,34.0411758422851,21.7761344909667,311.961486816406,0.568215489387512,53.8923683166503
160217_CGI002_HD3_singlets_B cells.fcs,B cells,HD9,5.38656711578369,0.252259135246276,2.03629851341247,2.88546252250671,37.7905807495117,18.3070201873779,6.39636135101318,150.977569580078,0,21.149709701538
160217_CGI002_HD3_singlets_Basophils.fcs,Basophils,HD9,10.3791570663452,2.73903846740722,0.915405809879303,0.693758368492126,9.49444007873535,1.048269033432,10.3365030288696,72.2493057250976,1.21826267242431,11.041181564331
160217_CGI002_HD3_singlets_CD14 monocytes.fcs,CD14 monocytes,HD9,23.5555639266967,4.4274468421936,6.39706635475158,7.65741896629333,52.3154544830322,31.9663276672363,21.3642215728759,327.240005493164,2.4275699853897,32.8313026428222
160217_CGI002_HD3_singlets_CD16 monocytes.fcs,CD16 monocytes,HD9,18.0517644882202,6.17598485946655,3.90104603767395,5.11954164505004,45.0171947479248,69.8106002807617,10.8893413543701,189.299011230468,0,15.7548089027404
160217_CGI002_HD3_singlets_CD1c DC.fcs,CD1c DCs,HD9,14.2091698646545,2.91930627822875,5.68071889877319,3.60218012332916,54.4028549194335,41.3027114868164,48.8096141815185,321.185470581054,1.42929166555404,40.9147014617919
160217_CGI002_HD3_singlets_CD4 T Cells.fcs,CD4 T cells,HD9,5.55940532684326,0.0509092360734939,0.907667100429534,2.39980387687683,31.1060066223144,10.8739576339721,34.2694091796875,145.066345214843,2.45222640037536,8.82811450958252
160217_CGI002_HD3_singlets_CD8 T cells.fcs,CD8 T cells,HD9,5.91210436820983,0,1.67044448852539,1.14379715919494,34.1178646087646,15.7966256141662,42.0420455932617,153.959976196289,1.66359519958496,9.97844457626342
160217_CGI002_HD3_singlets_NK cells.fcs,NK cells,HD9,7.62075328826904,0.952383637428283,5.49150705337524,0.636388957500457,35.2232933044433,34.3529548645019,6.39266967773437,160.746017456054,0.93795508146286,12.8466672897338
160217_CGI002_HD3_singlets_NKT cells.fcs,NKT cells,HD9,6.26177215576171,0,0.469416439533233,0.359339237213134,19.3861865997314,31.1960391998291,5.37483739852905,77.5969009399414,0.21570399403572,6.47383737564086
160217_CGI002_HD3_singlets_T cells.fcs,T cells,HD9,5.66597318649292,0,1.1037278175354,1.95046365261077,31.5394096374511,12.2525873184204,35.0059471130371,146.308227539062,2.24009847640991,9.1718463897705
160217_CGI002_HD3_singlets_pDC.fcs,pDCs,HD9,9.99487781524658,4.06878566741943,4.82807993888855,2.07245528697967,49.2108497619628,32.7177810668945,22.972388267517,317.264846801757,0.378253877162933,49.3218078613281
160217_CGI002_HD4_singlets_B cells.fcs,B cells,HD10,5.49699926376342,0.279643982648849,2.03473317623138,2.88472211360931,37.0719547271728,18.567626953125,6.47775936126709,151.081146240234,0,20.69771194458
160217_CGI002_HD4_singlets_Basophils.fcs,Basophils,HD10,9.47696208953857,2.28761863708496,1.09083521366119,1.18303406238555,9.13068962097168,0.617893159389495,10.121223449707,70.4156265258789,0.975575447082519,10.9524230957031
160217_CGI002_HD4_singlets_CD14 monocytes.fcs,CD14 monocytes,HD10,23.8983993530273,4.31961393356323,6.19795370101928,7.73872804641723,51.5493469238281,32.7319679260253,22.6697597503662,324.97915649414,2.45580577850341,33.1275367736816
160217_CGI002_HD4_singlets_CD16 monocytes.fcs,CD16 monocytes,HD10,18.9390573501586,5.98972296714782,3.65722966194152,5.11055827140808,44.0984592437744,72.9324569702148,11.3579406738281,188.300735473632,0,14.6913428306579
160217_CGI002_HD4_singlets_CD1c DC.fcs,CD1c DCs,HD10,14.0191831588745,2.82557678222656,5.35942459106445,3.97529911994934,52.6226005554199,43.5668907165527,51.4455490112304,323.295593261718,1.22944915294647,40.4271011352539
160217_CGI002_HD4_singlets_CD4 T Cells.fcs,CD4 T cells,HD10,5.4888162612915,0.0533643886446952,0.980139911174774,2.47743701934814,30.8066101074218,11.1023721694946,33.9871559143066,143.862762451171,2.43013858795166,8.67560386657714
160217_CGI002_HD4_singlets_CD8 T cells.fcs,CD8 T cells,HD10,5.98130273818969,0,1.72426056861877,1.21554768085479,33.7744140625,16.0323772430419,41.9846878051757,152.767288208007,1.63279008865356,9.70590305328369
160217_CGI002_HD4_singlets_NK cells.fcs,NK cells,HD10,7.54179382324218,1.09506279230117,5.81044673919677,0.727666854858398,35.2996768951416,34.2460765838623,6.40301775932312,161.335983276367,0.952189654111862,12.8990087509155
160217_CGI002_HD4_singlets_NKT cells.fcs,NKT cells,HD10,5.91185092926025,0.085551293566823,0.628320336341857,0.667253375053405,18.6241436004638,29.4311046600341,5.76952409744262,77.9577255249023,0,6.84386730194091
160217_CGI002_HD4_singlets_T cells.fcs,T cells,HD10,5.62645101547241,0,1.16981601715087,1.97458612918853,31.1943798065185,12.5072164535522,34.7233123779296,144.948593139648,2.21276140213012,8.97467899322509
160217_CGI002_HD4_singlets_pDC.fcs,pDCs,HD10,11.1629934310913,4.9616355895996,4.86912870407104,2.21563529968261,46.4338302612304,33.9615058898925,21.4595298767089,306.3974609375,0.970784962177276,50.1416473388671
